==31774== NVPROF is profiling process 31774, command: python Corr-conv1-benchmark.py
Using gpu device 0: Tesla K40c (CNMeM is disabled)

CONFIG: input = 3 x 128 x 128 * ker = 3 x 96 x 11 x 11 ( bs = 128 , stride = 1 )
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> fprop         ==>     135
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> bprop inputs  ==>     119
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> bprop weights ==>     282
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> TOTAL         ==>     538

==31774== Profiling application: python Corr-conv1-benchmark.py
==31774== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
19.0448s  202.35us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9352]
19.0450s  353.36us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9406]
19.0454s  379.00us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9373]
19.0457s  43.010us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9390]
19.0458s  198.15us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9426]
19.0460s  356.24us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9480]
19.0463s  376.15us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9447]
19.0466s  43.234us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9464]
19.0467s  202.44us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9500]
19.0469s  49.411us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9538]
19.0469s  361.14us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9554]
19.0473s  372.34us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9521]
19.0476s  198.19us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9574]
19.0478s  358.00us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9628]
19.0482s  381.62us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9595]
19.0485s  42.402us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9612]
19.0486s  201.16us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9648]
19.0488s  49.699us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9686]
19.0488s  360.95us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9702]
19.0491s  372.05us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9669]
19.0495s  200.75us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9722]
19.0497s  377.97us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9743]
19.0500s  42.883us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9760]
19.0500s  403.25us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9776]
19.0504s  197.61us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9796]
19.0506s  357.88us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9850]
19.0510s  381.01us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9817]
19.0513s  44.386us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9834]
19.0514s  200.62us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9870]
19.0516s  52.451us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9908]
19.0516s  361.43us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9924]
19.0519s  372.15us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9891]
19.0523s  200.87us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9944]
19.0525s  355.70us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9998]
19.0529s  374.48us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9965]
19.0531s  43.010us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9982]
19.0532s  200.91us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [10018]
19.0534s  374.61us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [10039]
19.0537s  43.042us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [10056]
19.0537s  406.55us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [10072]
19.0541s  199.91us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [10092]
19.0544s  50.786us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [10130]
19.0544s  357.75us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [10146]
19.0547s  369.62us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [10113]
19.0551s  199.18us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [10166]
19.0553s  377.52us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [10187]
19.0556s  43.043us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [10204]
19.0556s  406.04us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [10220]
19.0560s  201.93us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [10240]
19.0562s  374.90us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [10261]
19.0565s  43.426us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [10278]
19.0565s  408.50us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [10294]
19.0569s  202.22us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [10314]
19.0571s  358.16us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [10368]
19.0575s  378.96us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [10335]
19.0578s  44.227us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [10352]
19.0579s  199.15us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [10388]
19.0581s  355.70us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [10442]
19.0584s  379.22us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [10409]
19.0587s  46.243us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [10426]
19.0588s  200.33us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [10462]
19.0590s  377.88us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [10483]
19.0593s  42.850us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [10500]
19.0593s  407.80us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [10516]
19.0597s  199.85us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [10536]
19.0599s  377.62us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [10557]
19.0602s  43.266us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [10574]
19.0602s  407.16us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [10590]
19.0606s  200.07us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [10610]
